CODE,NOM,DCI1,DOSAGE1,UNITE_DOSAGE1,FORME,PRESENTATION,PPV,PH,PRIX_BR,PRINCEPS_GENERIQUE,TAUX_REMBOURSEMENT
6118010120169,MYRIN 100,THALIDOMIDE,100,MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME ENROBE, -     ," 1,322.00   "," 1,322.00   ",G,0%
6118001290024,MYRIN 100,THALIDOMIDE,100,MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME ENROBE, -     ," 1,322.00   "," 1,322.00   ",G,0%
6118010116513,TAGAMET,CIMETIDINE,200,MG,COMPRIME PELLICULE,1 BOITE 50 COMPRIME, 166.35   , 110.00   , 116.40   ,P,70%
6118000161257,TAGAMET,CIMETIDINE,200,MG,COMPRIME PELLICULE,1 BOITE 50 COMPRIME, 166.35   , 110.00   , 116.40   ,P,70%
6118000250012,AMLOR,AMLODIPINE,5,MG,COMPRIME,1 BOITE 56 COMPRIME, 136.60   , 85.40   , 136.60   ,P,70%
6118000030577,FLUOCARIL BF 180,MONOFLUOROPHOSPHATE DE SODIUM,0.18,G,GEL DENTIFRICE,1 TUBE 50 ML, 18.20   , -     , 18.20   ,P,0%
6118001183463,OXALIPLATINE WIN 5 MG/ML,OXALIPLATINE,100,MG,POUDRE POUR SOLUTION POUR PERFUSION,1 FLACON 50 ML, -     ," 1,534.50   "," 1,534.50   ",G,70%
6118001120505,ESTULIC,GUANFACINE,2,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME, 47.60   , 31.50   , 47.60   ,P,70%
6118010000751,ETOPOSIDE COOPER,ETOPOSIDE,100,MG,SOLUTION A DILUER POUR PERFUSION,1 BOITE 5 FLACON, 529.00   , 352.00   , 529.00   ,G,70%
6118001101429,ETOPOSIDE COOPER,ETOPOSIDE,100,MG,SOLUTION A DILUER POUR PERFUSION,1 BOITE 5 FLACON, 529.00   , 352.00   , 529.00   ,G,70%
6118001183722,DUROGESIC 12 µG/H,FENTANYL,12,µG/H,DISPOSITIF TRANSDERMIQUE,1 BOITE 5 DISPOSITIF TRANSDERMIQUE EN SACHET, 201.90   , 133.50   , 201.90   ,P,0%
6118000020462,CITRARGININE,ARGININE / BETAINE,1 / 0.5,G / G,SOLUTION BUVABLE,1 BOITE 20 AMPOULE BUVABLE, 51.10   , 33.80   , 51.10   ,P,0%
6118001270613,ACNO 10 MG,ISOTRETINOINE,10,MG,CAPSULE MOLLE,1 BOITE 30 CAPSULE MOLLE, 152.00   , 94.70   , 152.00   ,G,70%
6118010035524,TOTAPEN,AMPICILLINE,1,G,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON, 14.60   , -     , 14.60   ,P,70%
6118010120749,SERTRALINE GT,SERTRALINE,50,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE, 110.60   , 68.90   , 110.60   ,G,70%
6118000330189,SERTRALINE GT,SERTRALINE,50,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE, 110.60   , 68.90   , 110.60   ,G,70%
6118000020493,PHYSIOMYCINE,METACYCLINE,300,MG,GELULE,1 BOITE 16 GELULE, 64.70   , 42.80   , 64.70   ,P,0%
6118010024764,NATEAD,IMMUNOGLOBULINES HUMAINES ANTI-D,,NA,PREPARATION INJECTABLE,1 BOITE 1 AMPOULE INJECTABLE, 710.00   , 470.00   , 710.00   ,G,70%
6118001101030,TEGUMA,TERBINAFINE,250,MG,COMPRIME,1 BOITE 7 COMPRIME, 65.00   , 40.50   , 65.00   ,G,70%
6118010000713,VASCOR LM,TRIMETAZIDINE,35,MG,COMPRIME ENROBE LM,1 BOITE 30 COMPRIME, 54.00   , 33.70   , 54.00   ,G,70%
6118000081883,VASCOR LM,TRIMETAZIDINE,35,MG,COMPRIME ENROBE LM,1 BOITE 30 COMPRIME, 54.00   , 33.70   , 54.00   ,G,70%
6118001070206,DIFFERINE,ADAPALENE,0.1,%,CREME,1 TUBE 30 G, 102.00   , 67.45   , 102.00   ,P,0%
6118000190127,BIOTIC PLUS,AMOXICILLINE / ACIDE CLAVULANIQUE,100 / 12.5,MG / MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML, 51.00   , 31.80   , 51.00   ,G,70%
6118010116667,IPOSEC,LANSOPRAZOLE,30,MG,GELULE GASTRO-RESISTANTE,1 BOITE 30 GELULE GASTRO-RESISTANTE, 119.00   , 74.10   , 119.00   ,G,70%
6118000061809,AMAREL,GLIMEPIRIDE,3,MG,COMPRIME,1 BOITE 60 COMPRIME, 166.90   , 104.30   , 158.40   ,P,70%
6118001181209,FORTRANS,MACROGOL 4000,64,G,POUDRE POUR SOLUTION BUVABLE,1 BOITE 4 SACHET, 142.20   , 94.10   , 142.20   ,P,0%
6118000140276,FLUSTAPH,FLUCLOXACILLINE,500,MG,GELULE,1 BOITE 24 GELULE, 72.40   , 45.10   , 72.40   ,G,70%
6118001130122,VALDOXAN 25 MG,AGOMELATINE,25,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE, 249.70   , 165.20   , 249.70   ,P,0%
6118001182565,ZORAC,TAZAROTENE,0.05,%,GEL,1 TUBE 15 G, 150.00   , 99.20   , 150.00   ,P,0%
6118000032991,PARANTAL 300 MG,PARACETAMOL,300,MG,GRANULE,1 BOITE 12 SACHET, 12.40   , 8.20   , 12.40   ,G,0%
6118001100934,DOCETAXEL COOPER 80 MG,DOCETAXEL,80,MG,SOLUTION A DILUER POUR PERFUSION,1 FLACON 2 ML," 2,575.00   "," 2,239.00   "," 2,575.00   ",G,70%
6118001250547,CHEMOSET 2MG/ML,ONDANSETRON,4,MG,SOLUTION INJECTABLE,5 AMPOULE 2 ML, 288.00   , 191.20   , 288.00   ,G,70%
6118000032335,ALGANTIL,IBUPROFENE,200,MG,COMPRIME ENROBE GASTRO-RESISTANT,1 BOITE 20 COMPRIME, 26.80   , 16.70   , 26.80   ,G,70%
6118000012344,GARDENAL,PHENOBARBITAL,50,MG,COMPRIME,1 BOITE 30 COMPRIME, 12.10   , 7.50   , 12.10   ,P,70%
6118000150275,VALIUM,DIAZEPAM,2,MG,COMPRIME SECABLE,1 BOITE 40 COMPRIME, 14.40   , 9.50   , 14.40   ,P,70%
6118010025754,ULCESTOP,CIMETIDINE,400,MG,COMPRIME EFFERVESCENT,1 BOITE 14 COMPRIME, 46.50   , -     , 46.50   ,G,70%
6118001290055,LITAK 10,CLADRIBINE,10,MG,SOLUTION POUR INJECTION SOUS-CUTANEE OU PERFUSION IV,1 BOITE 1 FLACON, -     ," 3,870.00   "," 3,870.00   ",G,0%
6118010126079,NEOCLAV 1 G/ 125 MG,AMOXICILLINE / ACIDE CLAVULANIQUE,1 / 125,G / MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 24 SACHET, 167.00   , 110.50   , 167.00   ,G,0%
6118000240310,ERY 125 MG,ERYTHROMYCINE,125,MG,GRANULE POUR SUSPENSION BUVABLE,1 BOITE 24 SACHET, 40.00   , 24.90   , 40.00   ,G,70%
6118000140268,EPIVIR,LAMIVUDINE,10,MG,SOLUTION BUVABLE,1 FLACON 240 ML, -     , 393.00   , 393.00   ,P,70%
6118001101214,OLMETEC,OLMESARTAN,20,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME, 252.00   , 157.70   , 252.00   ,P,70%
6118000310242,PHARMAFLAM,DICLOFENAC,50,MG,COMPRIME,1 BOITE 30 COMPRIME, 52.30   , 32.60   , 52.30   ,G,70%
6118001251247,DOCETAXEL HOSPIRA 10 MG/ML,DOCETAXEL,20,MG,SOLUTION A DILUER POUR PERFUSION,1 FLACON 2 ML, 804.00   , 531.80   , 804.00   ,G,70%
6118001181728,MICROPAQUE SCANNER,SULFATE DE BARYUM,7.5,G,SUSPENSION BUVABLE OU RECTALE,1 FLACON 500 ML, 57.50   , 38.00   , 57.50   ,P,0%
6118000021629,DERZOL,FLUCONAZOLE,150,MG,GELULE,1 BOITE 1 GELULE, 23.00   , 14.30   , 23.00   ,G,70%
6118000220282,EURAX,CROTAMITON,10,%,CREME,1 TUBE 60 G, 22.90   , 15.10   , 22.90   ,P,0%
6118000040330,DOLIPRANE,PARACETAMOL,500,MG,POUDRE POUR SOLUTION BUVABLE,1 BOITE 12 SACHET, 14.40   , 9.00   , 14.30   ,P,70%
6118001081042,CORDARONE,AMIODARONE,150,MG,SOLUTION POUR PERFUSION,1 BOITE 6 AMPOULE INJECTABLE, 54.40   , 34.00   , 54.40   ,P,70%
6118001081073,DEPAKINE CHRONO,VALPROATE DE SODIUM,500,MG,COMPRIME PELLICULE SECABLE A LP,1 BOITE 30 COMPRIME, 113.30   , 70.60   , 113.30   ,P,70%
6118000140993,DISPAMOX 500 MG,AMOXICILLINE,500,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML, 28.00   , 18.50   , 28.00   ,G,70%
6118001182831,EFFEXOR,VENLAFAXINE,37.5,MG,GELULE LP,1 BOITE 30 COMPRIME, 179.30   , 111.70   , 94.00   ,P,70%
6118001090075,CHRONADALATE L.P,NIFEDIPINE,30,MG,COMPRIME OSMOTIQUE LP,1 BOITE 10 COMPRIME, 68.60   , 42.90   , 68.60   ,P,70%
6118001100613,TARDYFERON,FER,80,MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME, 40.50   , 25.20   , 40.50   ,P,70%
6118001140947,RELENZA,ZANAMIVIR,5,MG,POUDRE POUR INHALATION,1 DISTRIBUTEUR 20 DOSE, 228.00   , 142.10   , 228.00   ,P,70%
6118001200689,CYTARABINE EBEWE,CYTARABINE,500,MG,SOLUTION POUR PERFUSION,1 FLACON 10 ML, 195.00   , 121.90   , 195.00   ,G,70%
6118010125959,FEBREX SANS SUCRE ADULTE,PHENIRAMINE MALEATE / PARACETAMOL / ACIDE ASCORBIQUE,0.025 / 0.5 / 0.2,G / G / G,GRANULE POUR SOLUTION BUVABLE,1 BOITE 8 SACHET, 20.00   , 13.20   , 20.00   ,G,0%
6118001120970,FUNGIZONE,AMPHOTERICINE B,10,%,SUSPENSION BUVABLE,1 FLACON 40 ML, 52.50   , 32.70   , 52.50   ,P,70%
6118000130390,AMCARD,AMLODIPINE,5,MG,COMPRIME,1 BOITE 7 COMPRIME, 15.00   , 9.40   , 15.00   ,G,70%
6118000070887,IPOSEC,LANSOPRAZOLE,30,MG,GELULE GASTRO-RESISTANTE,1 BOITE 30 GELULE GASTRO-RESISTANTE, 119.00   , 74.10   , 119.00   ,G,70%
6118000340089,ARES,CIPROFLOXACINE,250,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME PELLICULE, 68.00   , 42.40   , 68.00   ,G,70%
6118010121173,WELLBUTRIN XR 300 MG,BUPROPION,300,MG,COMPRIME PELLICULE LM,1 BOITE 90 COMPRIME PELLICULE," 1,299.50   ", 859.60   ," 1,299.50   ",P,0%
6118001142507,WELLBUTRIN XR 300 MG,BUPROPION,300,MG,COMPRIME PELLICULE LM,1 BOITE 90 COMPRIME PELLICULE," 1,299.50   ", 859.60   ," 1,299.50   ",P,0%
6118010023842,CANAFLUCAN,FLUCONAZOLE,50,MG,GELULE,1 BOITE 3 GELULE, 63.00   , 39.20   , 63.00   ,G,70%
6118000091097,CANAFLUCAN,FLUCONAZOLE,50,MG,GELULE,1 BOITE 3 GELULE, 63.00   , 39.20   , 63.00   ,G,70%
6118001110247,TRIFAX,CEFTRIAXONE,2,G,POUDRE POUR PERFUSION,1 BOITE 1 FLACON, 283.00   , 187.90   , 283.00   ,G,70%
6118000260028,BICARBONATE SLF91,CONCENTRE POUR HEMODIALYSE,,NA,SOLUTE CONCENTRE,1 BIDON 10 L, 128.00   , 80.00   , 67.30   ,P,70%
6118010029752,SURGESTONE,PROMEGESTONE,0.5,MG,COMPRIME,1 BOITE 10 COMPRIME, 113.30   , 74.90   , 113.30   ,P,70%
6118000012467,SURGESTONE,PROMEGESTONE,0.5,MG,COMPRIME,1 BOITE 10 COMPRIME, 113.30   , 74.90   , 113.30   ,P,70%
6118000150138,LAROXYL,AMITRIPTYLINE,4,%,SOLUTION POUR GOUTTES BUVABLES,1 FLACON 20 ML, 39.80   , 24.80   , 39.80   ,P,70%
6118001040407,LAROXYL,AMITRIPTYLINE,4,%,SOLUTION POUR GOUTTES BUVABLES,1 FLACON 20 ML, 39.80   , 24.80   , 39.80   ,P,70%
6118001270606,ACNO 10 MG,ISOTRETINOINE,10,MG,CAPSULE MOLLE,1 BOITE 20 CAPSULE MOLLE, 106.10   , 66.10   , 106.10   ,G,70%
6118001271061,DEFLAZACORTE GT 30 MG,DEFLAZACORT,30,MG,COMPRIME SECABLE,1 BOITE 10 COMPRIME SECABLE, 101.40   , 67.10   , 101.40   ,G,0%
6118001160303,TIMOPTOL LP,TIMOLOL,0.5,%,COLLYRE LP,1 FLACON 2.5 ML, 108.00   , 67.30   , 108.00   ,P,70%
6118000092025,MOLGAM 100 MG,ACIDE TIAPROFENIQUE,100,MG,COMPRIME,1 BOITE 20 COMPRIME, 22.00   , 13.70   , 22.00   ,G,70%
6118000040811,TRAMAL,TRAMADOL,100,MG,SUPPOSITOIRE,1 BOITE 5 SUPPOSITOIRE, 27.00   , 16.80   , 27.00   ,P,70%
6118000240921,VEINAMITOL,TROXERUTINE,3500,MG,POUDRE POUR SOLUTION BUVABLE,1 BOITE 10 SACHET, 91.80   , 60.70   , 91.80   ,P,0%
6118001101153,LODOZ,BISOPROLOL / HYDROCHLOROTHIAZIDE,2.5 / 6.25,MG / MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME, 60.00   , 37.50   , 60.00   ,P,70%
6118000280231,TIBERAL,ORNIDAZOLE,500,MG,COMPRIME ENROBE,1 BOITE 10 COMPRIME PELLICULE, 48.55   , -     , 48.55   ,P,0%
6118000280293,MAXICLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,1 / 125,G / MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 16 SACHET, 132.00   , 82.20   , 132.00   ,G,70%
6118000250654,PONSTYL,ACIDE MEFENAMIQUE,500,MG,SUPPOSITOIRE,1 BOITE 8 SUPPOSITOIRE, 30.50   , 19.00   , 30.50   ,P,70%
6118001080144,TARGOCID,TEICOPLANINE,400,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 AMPOULE, 513.00   , 340.00   , 513.00   ,P,70%
6118000050087,BERLOCID 960,SULFAMETHOXAZOLE / TRIMETHOPRIME,800 / 160,MG / MG,COMPRIME,1 BOITE 20 COMPRIME, 35.35   , 23.20   , 35.35   ,G,70%
6118000020110,OSMOTAN G 5%,GLUCOSE ANHYDRE / CHLORURE DE SODIUM,50 / 4,G / G,SOLUTION POUR PERFUSION,1 POCHE 1 L, 27.90   , -     , 27.90   ,G,0%
6118000200048,SK-F 12,CONCENTRE POUR HEMODIALYSE,,NA,SOLUTE CONCENTRE,1 BIDON 10 L, 136.00   , 85.00   , 67.30   ,P,70%
6118000031741,OPTICILLINE,AMPICILLINE,1,G,POUDRE POUR USAGE PARENTERAL,1 BOITE 1 FLACON, 18.00   , 11.20   , 18.00   ,G,70%
6118010000904,CARBOPLATINE COOPER,CARBOPLATINE,450,MG,SOLUTION POUR PERFUSION,1 FLACON 45 ML," 1,553.00   "," 1,289.00   "," 1,553.00   ",G,70%
6118001101313,CARBOPLATINE COOPER,CARBOPLATINE,450,MG,SOLUTION POUR PERFUSION,1 FLACON 45 ML," 1,553.00   "," 1,289.00   "," 1,553.00   ",G,70%
6118001020447,DEXAMETHASONE MYLAN,DEXAMETHASONE,20,MG,SOLUTION INJECTABLE,1 BOITE 10 AMPOULE INJECTABLE, 272.00   , 170.00   , 272.00   ,G,70%
6118000190073,APETINE,CYPROHEPTADINE,40,%,SIROP,1 FLACON 125 ML, 13.05   , 8.60   , 13.05   ,G,0%
6118010000584,ATROVENT,IPRATROPIUM,0.5,MG/2ML,SOLUTION POUR INHALATION PAR NEBULISEUR,1 BOITE 10 RECIPIENT UNIDOSE, 71.70   , 44.80   , 71.70   ,P,70%
6118001040018,ATROVENT,IPRATROPIUM,0.5,MG/2ML,SOLUTION POUR INHALATION PAR NEBULISEUR,1 BOITE 10 RECIPIENT UNIDOSE, 71.70   , 44.80   , 71.70   ,P,70%
6118000160045,AMOXIL,AMOXICILLINE,1,G,COMPRIME DISPERSIBLE,1 BOITE 24 COMPRIME, 111.20   , 69.30   , 111.20   ,P,70%
6118000191353,DIFAL 1 %,DICLOFENAC,1,%,GEL,1 TUBE 50 G, 38.20   , 25.30   , 38.20   ,G,0%
6118000130437,AMCARD,AMLODIPINE,10,MG,COMPRIME,1 BOITE 14 COMPRIME, 50.00   , 31.20   , 50.00   ,G,70%
6118000090953,TRIMEDAT,TRIMEBUTINE,150,MG,GELULE,1 BOITE 20 GELULE, 47.20   , 29.40   , 47.20   ,G,70%
6118001151356,S-CITAP 10 MG,ESCITALOPRAM,10,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME PELLICULE, 103.20   , 64.30   , 103.20   ,G,70%
6118000032397,DOXYMYCINE,DOXYCYCLINE,100,MG,COMPRIME DISPERSIBLE,1 BOITE 10 COMPRIME, 42.00   , 26.20   , 42.00   ,G,70%
6118001100040,ZIDOVIR,ZIDOVUDINE,100,MG,GELULE,1 BOITE 100 GELULE, 226.00   , 141.70   , 226.00   ,G,70%
6118000160960,ZYLORIC,ALLOPURINOL,100,MG,COMPRIME,1 BOITE 50 COMPRIME, 38.60   , 25.50   , 26.20   ,P,70%
6118000022251,ZYLORIC,ALLOPURINOL,100,MG,COMPRIME,1 BOITE 50 COMPRIME, 38.60   , 25.50   , 26.20   ,P,70%
6118001090709,YAZ,ETHINYLESTRADIOL / DROSPIRENONE,0.02 / 3,MG / MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE, 141.80   , 93.80   , 141.80   ,P,0%
6118001000050,INFERON,INTERFERON ALFA-2A,9,MUI,SOLUTION INJECTABLE,1 BOITE 1 FLACON, 764.00   , 507.00   , 764.00   ,G,70%
6118010118616,FLUCONAZOLE WIN 150 MG,FLUCONAZOLE,150,MG,GELULE,1 BOITE 1 GELULE, 19.90   , 12.40   , 19.90   ,G,70%
6118000012696,FLUCONAZOLE WIN 150 MG,FLUCONAZOLE,150,MG,GELULE,1 BOITE 1 GELULE, 19.90   , 12.40   , 19.90   ,G,70%
6118001183814,RISPERDALORO 4 MG,RISPERIDONE,4,MG,COMPRIME ORODISPERSIBLE,1 BOITE 28 COMPRIME ORODISPERSIBLE, 426.00   , 282.00   , 426.00   ,P,70%
6118010032547,CUROSURF 120 MG,FRACTION PHOSPHOLIPIDIQUE,120,MG,SUSPENSION POUR INSTILLATION ENDOTRACHEO-BRONCHIQUE,1 BOITE 1 FLACON," 4,499.00   "," 4,178.00   "," 4,499.00   ",P,70%
6118001260133,CUROSURF 120 MG,FRACTION PHOSPHOLIPIDIQUE,120,MG,SUSPENSION POUR INSTILLATION ENDOTRACHEO-BRONCHIQUE,1 BOITE 1 FLACON," 4,499.00   "," 4,178.00   "," 4,499.00   ",P,70%
6118010032936,LUVERIS 75 UI,LUTROPINE ALFA,75,UI,PREPARATION INJECTABLE,1 BOITE 1 FLACON, 286.20   , 189.30   , 286.20   ,P,0%
6118001260300,LUVERIS 75 UI,LUTROPINE ALFA,75,UI,PREPARATION INJECTABLE,1 BOITE 1 FLACON, 286.20   , 189.30   , 286.20   ,P,0%
6118000090915,SULFOBACTIN,THIAMPHENICOL,500,MG,COMPRIME,1 BOITE 20 COMPRIME, 67.80   , 42.30   , 67.80   ,G,70%
6118000160403,CLAMOXYL,AMOXICILLINE,250,MG,COMPRIME DISPERSIBLE,1 BOITE 24 COMPRIME, 58.18   , 38.50   , 58.18   ,P,70%
6118001081547,ELOXATINE 5 MG/ML,OXALIPLATINE,100,MG,POUDRE POUR SOLUTION POUR PERFUSION,1 BOITE 1 FLACON 20 ML," 2,206.00   "," 1,859.00   "," 2,206.00   ",P,70%
6118000090458,MYCOPHARM,NYSTATINE,100000,UI,SUSPENSION BUVABLE,1 FLACON 24 ML, 19.40   , 12.10   , 19.40   ,G,70%
6118010025662,TRIACEPHINE PHARMA5,CEFTRIAXONE,500,MG,PREPARATION PARENTERALE,1 BOITE 1 FLACON, 75.00   , 46.70   , 75.00   ,G,70%
6118001170746,SUTENT,SUNITINIB,50,MG,GELULE,1 BOITE 30 GELULE," 38,480.00   "," 37,733.00   "," 38,480.00   ",P,70%
6118010023989,CLAVAM,AMOXICILLINE / ACIDE CLAVULANIQUE,100 / 12.5,MG / MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML, 60.00   , -     , 60.00   ,G,70%
6118010125584,DOMPELIUM 10 MG,DOMPERIDONE,10,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME PELLICULE, 20.60   , 13.60   , 20.60   ,G,0%
6118010025266,SEPTAZIDE,NIFUROXAZIDE,200,MG,GELULE,1 BOITE 16 GELULE, 13.40   , 8.40   , 13.40   ,G,70%
6118001140800,LAMICTAL,LAMOTRIGINE,100,MG,COMPRIME DISPERSIBLE,1 BOITE 30 COMPRIME, 250.00   , 155.80   , 196.00   ,P,70%
6118000140672,LOWRAC,AMLODIPINE,5,MG,GELULE,1 BOITE 30 GELULE, 75.00   , 46.90   , 75.00   ,G,70%
6118001120666,LOXEN LP,NICARDIPINE,50,MG,GELULE LP,1 BOITE 60 GELULE, 206.00   , 128.80   , 206.00   ,P,70%
6118001140480,FRAXIPARINE,NADROPARINE,3800,UI,SOLUTION INJECTABLE,1 BOITE 2 SERINGUE, 76.50   , 47.80   , 76.50   ,P,70%
6118001310050,STRESAM,ETIFOXINE,50,MG,GELULE,1 BOITE 60 GELULE, 93.80   , 62.00   , 93.80   ,P,0%
6118010121913,BICALUTAMIDE GT,BICALUTAMIDE,50,MG,COMPRIME PELLICULE,1 BOITE 60 COMPRIME PELLICULE," 1,188.00   ", 914.00   ," 1,188.00   ",G,70%
6118001270910,BICALUTAMIDE GT,BICALUTAMIDE,50,MG,COMPRIME PELLICULE,1 BOITE 60 COMPRIME PELLICULE," 1,188.00   ", 914.00   ," 1,188.00   ",G,70%
6118000161295,DERMOVAL,CLOBETASOL,0.05,%,CREME,1 TUBE 10 G, 25.60   , -     , 25.60   ,P,0%
6118000050049,CARBOXYL,CARBOCYSTEINE,5,%,SIROP,1 FLACON 125 ML, 21.95   , 14.40   , 21.95   ,G,0%
6118001110421,YRANOL EUGENOL,PROCAINE,4.1,G,SOLUTION POUR APPLICATION LOCALE,1 FLACON 13 ML, 160.00   , -     , 160.00   ,P,0%
6118000031369,EFFIPRED,PREDNISOLONE,20,MG,COMPRIME EFFERVESCENT,1 BOITE 20 COMPRIME, 58.40   , 36.50   , 58.40   ,G,70%
6118010118142,CEZIN,CETIRIZINE,10,MG,COMPRIME,1 BOITE 14 COMPRIME, 20.00   , 12.50   , 20.00   ,G,70%
6118000131083,CEZIN,CETIRIZINE,10,MG,COMPRIME,1 BOITE 14 COMPRIME, 20.00   , 12.50   , 20.00   ,G,70%
6118000140351,NOVOCLIN,AMOXICILLINE / ACIDE CLAVULANIQUE,1 / 125,G / MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 14 SACHET, 127.50   , 84.30   , 127.50   ,G,70%
6118000010357,CYCLO 3,EXTRAIT DE RUSCUS ACULEATUS / HESPERIDINE METHYL CHALCONE,1.5 / 100,ML / MG,SOLUTION BUVABLE,1 BOITE 30 AMPOULE BUVABLE, 81.10   , 53.60   , 81.10   ,P,0%
6118001181292,HEXABRIX,IOXAGLATE DE SODIUM ET DE MEGLUMINE,160,MG,SOLUTION INJECTABLE,1 FLACON 50 ML, 194.20   , 128.50   , 194.20   ,P,0%
6118001000296,POTEX,EPOETINE ALFA,1000,UI,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 KIT, 160.00   , 99.70   , 160.00   ,G,70%
6118010118067,NITROGLICERINE PH&T 5 MG/ML,TRINITRINE,5,MG/ML,SOLUTION INJECTABLE POUR PERFUSION,50 AMPOULE 1 ML, 662.00   , 440.00   , 662.00   ,G,70%
6118001260102,NITROGLICERINE PH&T 5 MG/ML,TRINITRINE,5,MG/ML,SOLUTION INJECTABLE POUR PERFUSION,50 AMPOULE 1 ML, 662.00   , 440.00   , 662.00   ,G,70%
6118000190790,PERVITAL,CYPROHEPTADINE / VITAMINES,4,MG / NA,COMPRIME,1 BOITE 20 COMPRIME, 43.85   , 29.00   , 43.85   ,G,0%
6118010120336,SOLIAN 400 MG,AMISULPRIDE,400,MG,COMPRIME PELLICULE SECABLE,1 BOITE 30 COMPRIME PELLICULE SECABLE, 558.70   , 369.60   , 558.70   ,P,0%
6118001081790,SOLIAN 400 MG,AMISULPRIDE,400,MG,COMPRIME PELLICULE SECABLE,1 BOITE 30 COMPRIME PELLICULE SECABLE, 558.70   , 369.60   , 558.70   ,P,0%
6118000091677,ACLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,500 / 62.5,MG / MG,POUDRE POUR SUSPENTION BUVABLE,1 BOITE 12 SACHET, 79.90   , 49.80   , 79.90   ,G,70%
6118000010791,HEXTRIL,HEXETIDINE,0.1,G,SOLUTION POUR BAIN DE BOUCHE,1 FLACON 200 ML, 13.65   , 9.00   , 13.65   ,P,0%
6118000250753,HEXTRIL,HEXETIDINE,0.1,G,SOLUTION POUR BAIN DE BOUCHE,1 FLACON 200 ML, 13.65   , 9.00   , 13.65   ,P,0%
6118000071280,HIPOTENSIL,CAPTOPRIL,25,MG,COMPRIME,1 BOITE 30 COMPRIME, 75.00   , 46.90   , 75.00   ,G,70%
6118001170616,CHAMPIX,VARENICLINE,1,MG,COMPRIME PELLICULE,1 BOITE 56 COMPRIME, 800.00   , 529.20   , 800.00   ,P,0%
6118010020094,GALIRENE,BROMURE DE CALCIUM / LACTATE DE CALCIUM,0.15 / 0.4,G / G,SOLUTION BUVABLE,1 BOITE 20 AMPOULE BUVABLE, 50.10   , 33.10   , 50.10   ,G,0%
6118000020615,OSPAMOX,AMOXICILLINE,250,MG,GRANULE POUR SUSPENSION BUVABLE,1 FLACON 60 ML, 26.00   , 16.20   , 26.00   ,G,70%
6118000020875,FIXICAL,CALCIUM,500,MG,COMPRIME A CROQUER,1 BOITE 30 COMPRIME, 42.00   , -     , 42.00   ,G,70%
6118000092155,TRIACEPHINE PHARMA5,CEFTRIAXONE,500,MG,PREPARATION PARENTERALE,1 BOITE 1 FLACON, 75.00   , 46.70   , 75.00   ,G,70%
6118000070849,TUNELUZ,FLUOXETINE,20,MG,GELULE,1 BOITE 10 GELULE, 71.40   , 44.50   , 71.40   ,G,70%
6118010120039,TRAMIUM 200MG,TRAMADOL,200,MG,GELULE LP,1 BOITE 10 GELULE LP, 83.00   , 54.90   , 83.00   ,G,0%
6118001071401,TRAMIUM 200MG,TRAMADOL,200,MG,GELULE LP,1 BOITE 10 GELULE LP, 83.00   , 54.90   , 83.00   ,G,0%
6118010115998,EXJADE,DEFERASIROX,250,MG,COMPRIME DISPERSIBLE,1 BOITE 28 COMPRIME," 3,050.00   "," 2,691.00   "," 3,050.00   ",P,70%
6118001030620,EXJADE,DEFERASIROX,250,MG,COMPRIME DISPERSIBLE,1 BOITE 28 COMPRIME," 3,050.00   "," 2,691.00   "," 3,050.00   ",P,70%
6118010126048,NEOCLAV 500 MG /62.5 MG,AMOXICILLINE / ACIDE CLAVULANIQUE,500 / 62.5,MG / MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 14 SACHET, 72.00   , 47.60   , 72.00   ,G,0%
